Outlet,Date,Time,NetSales,Tax,TotalAmount,ReceiptNumber,Items,TotalItem,PaymentMethod,UseLoyaltyCard
SHOP001,2025-09-17,10:48:07,21621.622,2378.378,24000,SHOP001SEP2501442,Sitrus Cafe,1,BCA,0
SHOP001,2025-09-17,10:50:18,10810.811,1189.189,12000,SHOP001SEP2501443,Banana Bread (Chocolate),1,BCA,0
SHOP001,2025-09-17,10:51:42,10810.811,1189.189,12000,SHOP001SEP2501444,Espresso Arabica (On The Rock),1,BCA,0
SHOP002,2025-09-17,11:06:14,20720.721,2279.279,23000,SHOP002SEP2500573,Basic Latte (Hot Houseblend),1,BCA,0
SHOP001,2025-09-17,11:27:43,27027.027,2972.973,30000,SHOP001SEP2501445,WHITE,1,BCA,0
SHOP002,2025-09-17,11:30:59,36936.937,4063.063,41000,SHOP002SEP2500574,"Soft Tea, Moody",2,BCA,0
SHOP002,2025-09-17,11:42:14,20720.721,2279.279,23000,SHOP002SEP2500575,Vanilla Latte,1,BCA,0
SHOP002,2025-09-17,11:48:07,18918.919,2081.081,21000,SHOP002SEP2500576,Shakencano,1,Cash,0
SHOP003,2025-09-17,11:56:29,10810.811,1189.189,12000,SHOP003SEP2501002,Espresso Houseblend (On The Rock),1,BCA,0
SHOP001,2025-09-17,12:01:57,21621.622,2378.378,24000,SHOP001SEP2501446,Sitrus Cafe,1,Cash,0
SHOP003,2025-09-17,12:03:46,21621.622,2378.378,24000,SHOP003SEP2501003,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-09-17,12:06:09,18918.919,2081.081,21000,SHOP001SEP2501447,Green Thai Tea,1,BCA,0
SHOP003,2025-09-17,12:16:47,47747.748,5252.252,53000,SHOP003SEP2501004,"Biru (Gedhe), Hazelnut Latte",2,BCA,0
SHOP003,2025-09-17,12:22:59,21621.622,2378.378,24000,SHOP003SEP2501005,Berry Cake,1,BCA,0
SHOP001,2025-09-17,12:24:48,27027.027,2972.973,30000,SHOP001SEP2501448,Happy Moca (Ice),1,Cash,0
SHOP003,2025-09-17,12:33:14,21621.622,2378.378,24000,SHOP003SEP2501006,Berry Cake,1,BCA,0
SHOP003,2025-09-17,12:44:22,10810.811,1189.189,12000,SHOP003SEP2501007,Burnt Sugar,1,BCA,0
SHOP003,2025-09-17,12:45:51,37837.838,4162.162,42000,SHOP003SEP2501008,"Banana Bread (Original), Happy Moca (Ice)",2,BCA,0
SHOP001,2025-09-17,12:53:28,18918.919,2081.081,21000,SHOP001SEP2501449,Red Apple,1,BCA,0
SHOP001,2025-09-17,12:55:44,27027.027,2972.973,30000,SHOP001SEP2501450,Creamy Chocolate Cake,1,BCA,0
SHOP001,2025-09-17,12:58:48,32432.432,3567.568,36000,SHOP001SEP2501451,"Berry Cake, Espresso Houseblend (Basic Espresso)",2,BCA,0
SHOP002,2025-09-17,12:59:42,20720.721,2279.279,23000,SHOP002SEP2500577,Butterscotch,1,BCA,0
SHOP002,2025-09-17,13:09:22,0.0,0.0,0,SHOP002SEP2500578,Black Rice (Hot),1,Cash,1
SHOP003,2025-09-17,13:10:17,27027.027,2972.973,30000,SHOP003SEP2501009,Green Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-09-17,13:17:51,18018.018,1981.982,20000,SHOP001SEP2501452,BLACK (Arabica),1,BCA,0
SHOP002,2025-09-17,13:28:44,10810.811,1189.189,12000,SHOP002SEP2500579,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP001,2025-09-17,13:39:35,27027.027,2972.973,30000,SHOP001SEP2501453,Biru (Gedhe),1,Cash,0
SHOP001,2025-09-17,13:54:08,40540.541,4459.459,45000,SHOP001SEP2501454,"Basic Latte (Hot Arabica), Cappuccino (Ice Arabica)",2,BCA,0
SHOP001,2025-09-17,13:55:21,20720.721,2279.279,23000,SHOP001SEP2501455,Sunset,1,BCA,0
SHOP003,2025-09-17,13:56:46,10810.811,1189.189,12000,SHOP003SEP2501010,Burnt Sugar,1,BCA,0
SHOP001,2025-09-17,13:56:50,27027.027,2972.973,30000,SHOP001SEP2501456,Chocolate (Gedhe),1,Cash,0
SHOP001,2025-09-17,13:57:33,38738.739,4261.261,43000,SHOP001SEP2501457,"Black Rice (Hot), BLACK (Houseblend)",2,Cash,0
SHOP003,2025-09-17,14:00:43,21621.622,2378.378,24000,SHOP003SEP2501011,Biru,1,BCA,0
SHOP001,2025-09-17,14:08:29,27027.027,2972.973,30000,SHOP001SEP2501458,Happy Moca (Ice),1,BCA,0
SHOP001,2025-09-17,14:08:43,20720.721,2279.279,23000,SHOP001SEP2501459,Friendly Coffee (Hot),1,BCA,0
SHOP002,2025-09-17,14:28:28,27027.027,2972.973,30000,SHOP002SEP2500580,WHITE (Houseblend),1,BCA,0
SHOP001,2025-09-17,14:29:24,21621.622,2378.378,24000,SHOP001SEP2501460,Not Tiramisu Latte,1,Cash,0
SHOP001,2025-09-17,14:44:25,20720.721,2279.279,23000,SHOP001SEP2501461,Basic Latte (Hot Arabica),1,BCA,0
SHOP003,2025-09-17,15:03:06,22522.523,2477.477,25000,SHOP003SEP2501012,Chocolate (Ice),1,BCA,0
SHOP003,2025-09-17,15:09:52,10810.811,1189.189,12000,SHOP003SEP2501013,Espresso Houseblend (Basic Espresso),1,BCA,0
SHOP002,2025-09-17,15:11:09,18018.018,1981.982,20000,SHOP002SEP2500581,Chamomile,1,BCA,0
SHOP003,2025-09-17,15:13:26,18018.018,1981.982,20000,SHOP003SEP2501014,Americano (Hot Arabica),1,Cash,0
SHOP003,2025-09-17,15:16:21,22522.523,2477.477,25000,SHOP003SEP2501015,Waffle,1,BCA,0
SHOP001,2025-09-17,15:18:30,21621.622,2378.378,24000,SHOP001SEP2501462,Cold Brew,1,BCA,0
SHOP001,2025-09-17,15:21:22,20720.721,2279.279,23000,SHOP001SEP2501463,Black Rice (Ice),1,Cash,0
SHOP003,2025-09-17,15:22:25,6306.306,693.694,7000,SHOP003SEP2501016,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-09-17,15:23:59,27027.027,2972.973,30000,SHOP003SEP2501017,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-09-17,15:28:44,37837.838,4162.162,42000,SHOP001SEP2501464,"Gula Gula, Chocolate (Gedhe)",2,Cash,0
SHOP002,2025-09-17,15:33:14,42342.342,4657.658,47000,SHOP002SEP2500582,"Cold Brew, Black Rice (Hot)",2,BCA,0
SHOP003,2025-09-17,15:33:34,30630.631,3369.369,34000,SHOP003SEP2501018,"Vanilla Latte (Gedhe), Upgrade Beans (Arabica)",2,BCA,0
SHOP001,2025-09-17,15:41:33,54054.054,5945.946,60000,SHOP001SEP2501465,"Not Tiramisu Latte (Gedhe), Biru (Gedhe)",2,BCA,0
SHOP003,2025-09-17,15:46:32,21621.622,2378.378,24000,SHOP003SEP2501019,Sitrus Cafe,1,Cash,0
SHOP001,2025-09-17,15:46:53,27027.027,2972.973,30000,SHOP001SEP2501466,Biru (Gedhe),1,BCA,0
SHOP002,2025-09-17,15:55:59,21621.622,2378.378,24000,SHOP002SEP2500583,Sitrus Cafe,1,GoFood,0
SHOP002,2025-09-17,16:03:49,5405.405,594.595,6000,SHOP002SEP2500584,Extra Shot (Houseblend),1,BCA,0
SHOP002,2025-09-17,16:21:02,27027.027,2972.973,30000,SHOP002SEP2500585,Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-09-17,16:21:48,18018.018,1981.982,20000,SHOP001SEP2501467,Americano (Hot Arabica),1,Cash,0
SHOP003,2025-09-17,16:23:33,0.0,0.0,0,SHOP003SEP2501020,Red Liquid,1,Cash,1
SHOP002,2025-09-17,16:27:19,54054.054,5945.946,60000,SHOP002SEP2500586,"Thai Tea (Gedhe), Green Thai Tea (Gedhe)",2,BCA,0
SHOP003,2025-09-17,16:28:54,19819.82,2180.18,22000,SHOP003SEP2501021,Cappuccino (Ice Houseblend),1,BCA,0
SHOP001,2025-09-17,16:30:37,18918.919,2081.081,21000,SHOP001SEP2501468,Red Apple,1,BCA,0
SHOP003,2025-09-17,16:30:55,49549.55,5450.45,55000,SHOP003SEP2501022,"Thai Tea (Gedhe), Waffle",2,BCA,0
SHOP002,2025-09-17,16:35:15,10810.811,1189.189,12000,SHOP002SEP2500587,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP002,2025-09-17,16:36:18,10810.811,1189.189,12000,SHOP002SEP2500588,Gula Gula,1,BCA,0
SHOP001,2025-09-17,16:38:11,18018.018,1981.982,20000,SHOP001SEP2501469,BLACK (Arabica),1,BCA,0
SHOP002,2025-09-17,16:40:14,10810.811,1189.189,12000,SHOP002SEP2500589,Banana Bread (Original),1,BCA,0
SHOP001,2025-09-17,16:51:57,19819.82,2180.18,22000,SHOP001SEP2501470,Cappuccino (Ice Arabica),1,Cash,0
SHOP002,2025-09-17,16:58:47,27027.027,2972.973,30000,SHOP002SEP2500590,Happy Moca (Ice),1,Cash,0
SHOP003,2025-09-17,17:03:27,20720.721,2279.279,23000,SHOP003SEP2501023,Friendly Coffee (Hot double shot),1,BCA,0
SHOP002,2025-09-17,17:09:57,20720.721,2279.279,23000,SHOP002SEP2500591,Hazelnut Latte,1,Cash,0
SHOP003,2025-09-17,17:14:28,20720.721,2279.279,23000,SHOP003SEP2501024,Red Liquid,1,BCA,0
SHOP001,2025-09-17,17:17:25,46846.847,5153.153,52000,SHOP001SEP2501471,"Thai Tea (Gedhe), Cappuccino (Ice Houseblend)",2,BCA,0
SHOP003,2025-09-17,17:25:23,27027.027,2972.973,30000,SHOP003SEP2501025,Chocolate (Gedhe),1,BCA,0
SHOP002,2025-09-17,17:27:41,20720.721,2279.279,23000,SHOP002SEP2500592,Hazelnut Latte,1,BCA,0
SHOP001,2025-09-17,17:33:30,19819.82,2180.18,22000,SHOP001SEP2501472,Pisang Coklat,1,BCA,0
SHOP001,2025-09-17,17:35:52,27027.027,2972.973,30000,SHOP001SEP2501473,Candy Latte (Gedhe),1,Cash,0
SHOP003,2025-09-17,17:38:59,9009.009,990.991,10000,SHOP003SEP2501026,Susu Oat,1,BCA,0
SHOP001,2025-09-17,17:39:58,9009.009,990.991,10000,SHOP001SEP2501474,Susu Oat,1,BCA,0
SHOP001,2025-09-17,17:41:36,18918.919,2081.081,21000,SHOP001SEP2501475,Jasmine (Hot),1,BCA,0
SHOP001,2025-09-17,17:54:58,3603.604,396.396,4000,SHOP001SEP2501476,Upgrade Beans (Arabica),1,Cash,0
SHOP002,2025-09-17,17:56:29,18018.018,1981.982,20000,SHOP002SEP2500593,BLACK (Arabica),1,BCA,0
SHOP001,2025-09-17,17:57:52,22522.523,2477.477,25000,SHOP001SEP2501477,Matcha Espresso,1,BCA,0
SHOP001,2025-09-17,18:01:58,27027.027,2972.973,30000,SHOP001SEP2501478,Matcha Latte (Gedhe),1,Cash,0
SHOP003,2025-09-17,18:07:56,19819.82,2180.18,22000,SHOP003SEP2501027,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-09-17,18:11:44,31531.532,3468.468,35000,SHOP001SEP2501479,"Espresso Arabica (On The Rock), Basic Latte (Hot Arabica)",2,BCA,0
SHOP003,2025-09-17,18:12:54,19819.82,2180.18,22000,SHOP003SEP2501028,Cappuccino (Hot Houseblend),1,BCA,0
SHOP001,2025-09-17,18:20:11,18018.018,1981.982,20000,SHOP001SEP2501480,Chamomile,1,BCA,0
SHOP001,2025-09-17,18:23:51,5405.405,594.595,6000,SHOP001SEP2501481,Extra Shot (Houseblend),1,Cash,0
SHOP001,2025-09-17,18:29:15,27027.027,2972.973,30000,SHOP001SEP2501482,WHITE (Houseblend),1,BCA,0
SHOP002,2025-09-17,18:30:14,27027.027,2972.973,30000,SHOP002SEP2500594,Candy Latte (Gedhe),1,BCA,0
SHOP003,2025-09-17,18:31:40,27027.027,2972.973,30000,SHOP003SEP2501029,Creamy Chocolate Cake,1,BCA,0
SHOP001,2025-09-17,18:40:23,27027.027,2972.973,30000,SHOP001SEP2501483,Chocolate (Gedhe),1,BCA,0
SHOP001,2025-09-17,18:41:22,20720.721,2279.279,23000,SHOP001SEP2501484,Vanilla Latte,1,BCA,0
SHOP001,2025-09-17,18:41:44,18018.018,1981.982,20000,SHOP001SEP2501485,Americano (Hot Arabica),1,BCA,0
SHOP001,2025-09-17,18:49:12,27027.027,2972.973,30000,SHOP001SEP2501486,Creamy Chocolate Cake,1,BCA,0
SHOP002,2025-09-17,18:54:32,21621.622,2378.378,24000,SHOP002SEP2500595,Apple Pie Latte,1,BCA,0
SHOP001,2025-09-17,19:02:18,5405.405,594.595,6000,SHOP001SEP2501487,Extra Shot (Houseblend),1,BCA,0
SHOP002,2025-09-17,19:03:41,21621.622,2378.378,24000,SHOP002SEP2500596,Biru,1,BCA,0
SHOP001,2025-09-17,19:09:38,20720.721,2279.279,23000,SHOP001SEP2501488,Basic Latte (Ice Arabica),1,BCA,0
SHOP003,2025-09-17,19:12:40,27927.928,3072.072,31000,SHOP003SEP2501030,"Matcha Latte (Ice), Extra Shot (Arabica)",2,Cash,0
SHOP002,2025-09-17,19:15:14,18918.919,2081.081,21000,SHOP002SEP2500597,Red Apple,1,BCA,0
SHOP003,2025-09-17,19:15:48,18918.919,2081.081,21000,SHOP003SEP2501031,Green Thai Tea,1,BCA,0
SHOP003,2025-09-17,19:18:57,13513.514,1486.486,15000,SHOP003SEP2501032,Nostaltea,1,Cash,0
SHOP003,2025-09-17,19:19:47,20720.721,2279.279,23000,SHOP003SEP2501033,Black Rice (Hot),1,BCA,0
SHOP001,2025-09-17,19:21:09,18018.018,1981.982,20000,SHOP001SEP2501489,Americano (Hot Arabica),1,BCA,0
SHOP001,2025-09-17,19:24:36,21621.622,2378.378,24000,SHOP001SEP2501490,Berry Cake,1,Cash,0
SHOP003,2025-09-17,19:25:41,10810.811,1189.189,12000,SHOP003SEP2501034,Banana Bread (Original),1,BCA,0
SHOP001,2025-09-17,19:27:22,19819.82,2180.18,22000,SHOP001SEP2501491,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-09-17,19:32:20,5405.405,594.595,6000,SHOP001SEP2501492,Extra Shot (Houseblend),1,BCA,0
SHOP003,2025-09-17,19:46:10,19819.82,2180.18,22000,SHOP003SEP2501035,Cappuccino (Ice Houseblend),1,BCA,0
SHOP002,2025-09-17,19:46:32,27027.027,2972.973,30000,SHOP002SEP2500598,Green Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-09-17,19:57:21,18918.919,2081.081,21000,SHOP001SEP2501493,Jasmine (Ice),1,BCA,0
SHOP001,2025-09-17,19:58:19,9009.009,990.991,10000,SHOP001SEP2501494,Susu Oat,1,BCA,0
SHOP002,2025-09-17,19:58:46,36936.937,4063.063,41000,SHOP002SEP2500599,"BLACK, Jasmine (Ice)",2,Cash,0
SHOP002,2025-09-17,19:59:42,39639.64,4360.36,44000,SHOP002SEP2500600,"Red Apple, Butterscotch",2,BCA,0
SHOP003,2025-09-17,20:05:02,27027.027,2972.973,30000,SHOP003SEP2501036,WHITE,1,BCA,0
SHOP002,2025-09-17,20:05:16,19819.82,2180.18,22000,SHOP002SEP2500601,Jus Semangka,1,BCA,0
SHOP001,2025-09-17,20:16:56,6306.306,693.694,7000,SHOP001SEP2501495,Extra Shot (Arabica),1,BCA,0
SHOP001,2025-09-17,20:27:37,10810.811,1189.189,12000,SHOP001SEP2501496,Espresso Arabica (On The Rock),1,BCA,0
SHOP003,2025-09-17,20:32:30,22522.523,2477.477,25000,SHOP003SEP2501037,Waffle,1,BCA,0
SHOP002,2025-09-17,20:34:16,18018.018,1981.982,20000,SHOP002SEP2500602,Americano (Ice Houesblend),1,BCA,0
SHOP001,2025-09-17,20:36:38,13513.514,1486.486,15000,SHOP001SEP2501497,Nostaltea,1,BCA,0
SHOP003,2025-09-17,20:40:59,21621.622,2378.378,24000,SHOP003SEP2501038,Creamy Klepon,1,BCA,0
SHOP003,2025-09-17,20:46:13,19819.82,2180.18,22000,SHOP003SEP2501039,Cappuccino (Ice Houseblend),1,BCA,0
SHOP003,2025-09-17,20:48:33,27027.027,2972.973,30000,SHOP003SEP2501040,Creamy Chocolate Cake,1,Cash,0
SHOP003,2025-09-17,20:49:38,27027.027,2972.973,30000,SHOP003SEP2501041,WHITE (Houseblend),1,BCA,0
SHOP001,2025-09-17,20:54:24,21621.622,2378.378,24000,SHOP001SEP2501498,Cold Brew,1,BCA,0
SHOP003,2025-09-17,20:54:30,18918.919,2081.081,21000,SHOP003SEP2501042,Lemon Tea (Ice),1,BCA,0
SHOP001,2025-09-17,20:54:54,27027.027,2972.973,30000,SHOP001SEP2501499,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-09-17,20:57:30,20720.721,2279.279,23000,SHOP001SEP2501500,Friendly Coffee (Ice double shot),1,BCA,0
SHOP003,2025-09-17,20:58:24,18918.919,2081.081,21000,SHOP003SEP2501043,Shakencano,1,BCA,0
SHOP003,2025-09-17,20:59:53,20720.721,2279.279,23000,SHOP003SEP2501044,Friendly Coffee (Ice double shot),1,Cash,0
SHOP001,2025-09-17,21:06:30,22522.523,2477.477,25000,SHOP001SEP2501501,Waffle,1,BCA,0
SHOP001,2025-09-17,21:08:00,27027.027,2972.973,30000,SHOP001SEP2501502,Green Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-09-17,21:12:19,20720.721,2279.279,23000,SHOP001SEP2501503,Friendly Coffee (Hot),1,BCA,0
SHOP001,2025-09-17,21:21:38,38738.739,4261.261,43000,SHOP001SEP2501504,"Thai Tea, Cappuccino (Ice Houseblend)",2,BCA,0
SHOP002,2025-09-17,21:39:08,27027.027,2972.973,30000,SHOP002SEP2500603,Chocolate (Gedhe),1,BCA,0
SHOP002,2025-09-17,21:53:19,18918.919,2081.081,21000,SHOP002SEP2500604,Green Apple,1,BCA,0
SHOP003,2025-09-17,21:57:38,27027.027,2972.973,30000,SHOP003SEP2501045,Thai Tea (Gedhe),1,BCA,0
SHOP003,2025-09-17,22:00:15,20720.721,2279.279,23000,SHOP003SEP2501046,Red Liquid,1,BCA,0
SHOP002,2025-09-17,22:01:20,22522.523,2477.477,25000,SHOP002SEP2500605,"Air Mineral, BLACK (Houseblend)",2,Cash,0
SHOP001,2025-09-17,22:14:32,19819.82,2180.18,22000,SHOP001SEP2501505,Jus Semangka,1,BCA,0
SHOP002,2025-09-17,22:19:56,18018.018,1981.982,20000,SHOP002SEP2500606,Americano (Hot Arabica),1,BCA,0
SHOP003,2025-09-17,22:25:04,10810.811,1189.189,12000,SHOP003SEP2501047,Banana Bread (Chocolate),1,Cash,0
SHOP001,2025-09-17,22:33:06,33333.333,3666.667,37000,SHOP001SEP2501506,"Chocolate (Hot), Gula Gula",2,BCA,0
SHOP001,2025-09-17,22:34:19,21621.622,2378.378,24000,SHOP001SEP2501507,Matcha Latte (Ice),1,BCA,0
SHOP002,2025-09-17,22:38:20,16216.216,1783.784,18000,SHOP002SEP2500607,Soft Tea,1,BCA,0
SHOP001,2025-09-17,22:42:53,0.0,0.0,0,SHOP001SEP2501508,Hazelnut Latte (Gedhe),1,Cash,1
SHOP001,2025-09-17,22:43:57,27027.027,2972.973,30000,SHOP001SEP2501509,Chocolate (Gedhe),1,BCA,0
SHOP001,2025-09-17,22:46:40,10810.811,1189.189,12000,SHOP001SEP2501510,Nutella Meses,1,BCA,0
SHOP003,2025-09-17,22:48:01,9009.009,990.991,10000,SHOP003SEP2501048,Donat Polos,1,BCA,0
SHOP002,2025-09-17,22:48:24,10810.811,1189.189,12000,SHOP002SEP2500608,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP003,2025-09-17,22:51:00,6306.306,693.694,7000,SHOP003SEP2501049,Extra Shot (Arabica),1,Cash,0
SHOP001,2025-09-18,07:02:52,44144.144,4855.856,49000,SHOP001SEP2501511,"Cold Brew, Matcha Espresso",2,BCA,0
SHOP001,2025-09-18,07:08:15,27027.027,2972.973,30000,SHOP001SEP2501512,Butterscotch Latte (Gedhe),1,BCA,0
SHOP001,2025-09-18,07:09:08,21621.622,2378.378,24000,SHOP001SEP2501513,Sitrus Cafe,1,BCA,0
SHOP001,2025-09-18,07:11:41,45045.045,4954.955,50000,SHOP001SEP2501514,"WHITE (Arabica), Chamomile",2,BCA,0
SHOP001,2025-09-18,07:17:21,27027.027,2972.973,30000,SHOP001SEP2501515,Matchapresso (Gedhe),1,Cash,0
SHOP001,2025-09-18,07:18:48,0.0,0.0,0,SHOP001SEP2501516,Matcha Latte (Ice),1,Cash,1
SHOP002,2025-09-18,07:26:10,42342.342,4657.658,47000,SHOP002SEP2500609,"Friendly Coffee (Hot), Cold Brew",2,BCA,0
SHOP002,2025-09-18,07:35:51,27027.027,2972.973,30000,SHOP002SEP2500610,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-09-18,07:40:26,38738.739,4261.261,43000,SHOP001SEP2501517,"Chamomile, Friendly Coffee (Ice)",2,Cash,0
SHOP001,2025-09-18,07:56:37,20720.721,2279.279,23000,SHOP001SEP2501518,Black Rice (Ice),1,Cash,0
SHOP002,2025-09-18,08:00:45,32432.432,3567.568,36000,SHOP002SEP2500611,"Apple Pie Latte (Gedhe), Extra Shot (Houseblend)",2,BCA,0
SHOP002,2025-09-18,08:19:46,27027.027,2972.973,30000,SHOP002SEP2500612,Chocolate (Gedhe),1,BCA,0
SHOP001,2025-09-18,08:37:57,27027.027,2972.973,30000,SHOP001SEP2501519,Matchapresso (Gedhe),1,Cash,0
SHOP001,2025-09-18,08:41:07,47747.748,5252.252,53000,SHOP001SEP2501520,"Chocolate (Gedhe), Basic Latte (Hot Houseblend)",2,BCA,0
SHOP001,2025-09-18,09:13:16,30630.631,3369.369,34000,SHOP001SEP2501521,"Espresso Arabica (Basic Espresso), Cappuccino (Hot Arabica)",2,Cash,0
SHOP001,2025-09-18,09:19:29,27027.027,2972.973,30000,SHOP001SEP2501522,WHITE (Arabica),1,BCA,0
SHOP002,2025-09-18,09:24:31,41441.441,4558.559,46000,SHOP002SEP2500613,"Black Rice (Ice), Moody",2,Cash,0
SHOP001,2025-09-18,09:25:44,21621.622,2378.378,24000,SHOP001SEP2501523,Sitrus Cafe,1,Cash,0
SHOP003,2025-09-18,09:26:51,27027.027,2972.973,30000,SHOP003SEP2501050,WHITE,1,BCA,0
SHOP001,2025-09-18,09:33:28,27027.027,2972.973,30000,SHOP001SEP2501524,Candy Latte (Gedhe),1,Cash,0
SHOP002,2025-09-18,09:35:39,45045.045,4954.955,50000,SHOP002SEP2500614,"Matchapresso (Gedhe), Americano (Hot Arabica)",2,BCA,0
SHOP002,2025-09-18,09:42:02,18018.018,1981.982,20000,SHOP002SEP2500615,Americano (Hot Houseblend),1,Cash,0
SHOP002,2025-09-18,09:46:48,10810.811,1189.189,12000,SHOP002SEP2500616,Gula Gula,1,BCA,0
SHOP002,2025-09-18,09:52:12,44144.144,4855.856,49000,SHOP002SEP2500617,"Apple Pie Latte, Chocolate (Ice)",2,BCA,0
SHOP002,2025-09-18,09:53:23,27027.027,2972.973,30000,SHOP002SEP2500618,Biru (Gedhe),1,Cash,0
SHOP003,2025-09-18,09:58:30,0.0,0.0,0,SHOP003SEP2501051,Basic Latte (Hot Houseblend),1,Cash,1
SHOP001,2025-09-18,10:05:23,20720.721,2279.279,23000,SHOP001SEP2501525,Moody,1,BCA,0
SHOP003,2025-09-18,10:05:34,27027.027,2972.973,30000,SHOP003SEP2501052,Chocolate (Gedhe),1,BCA,0
SHOP003,2025-09-18,10:19:14,38738.739,4261.261,43000,SHOP003SEP2501053,"Friendly Coffee (Ice double shot), Lemons",2,BCA,0
SHOP001,2025-09-18,10:26:51,27027.027,2972.973,30000,SHOP001SEP2501526,Happy Moca (Hot),1,BCA,0
SHOP001,2025-09-18,10:31:18,0.0,0.0,0,SHOP001SEP2501527,Matcha Latte (Hot),1,Cash,1
SHOP003,2025-09-18,10:34:44,21621.622,2378.378,24000,SHOP003SEP2501054,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-09-18,10:43:39,19819.82,2180.18,22000,SHOP001SEP2501528,Cappuccino (Ice Houseblend),1,Cash,0
SHOP001,2025-09-18,10:45:25,37837.838,4162.162,42000,SHOP001SEP2501529,"Chocolate (Gedhe), Espresso Houseblend (Basic Espresso)",2,BCA,0
SHOP001,2025-09-18,10:47:22,18018.018,1981.982,20000,SHOP001SEP2501530,BLACK (Houseblend),1,BCA,0
SHOP001,2025-09-18,10:53:31,27027.027,2972.973,30000,SHOP001SEP2501531,Apple Pie Latte (Gedhe),1,Cash,0
SHOP003,2025-09-18,11:00:00,18918.919,2081.081,21000,SHOP003SEP2501055,Thai Tea,1,BCA,0
SHOP003,2025-09-18,11:06:41,18018.018,1981.982,20000,SHOP003SEP2501056,Americano (Hot Houseblend),1,BCA,0
SHOP003,2025-09-18,11:07:14,22522.523,2477.477,25000,SHOP003SEP2501057,Waffle,1,BCA,0
SHOP001,2025-09-18,11:21:37,18018.018,1981.982,20000,SHOP001SEP2501532,Americano (Hot Houseblend),1,BCA,0
SHOP002,2025-09-18,11:30:28,18918.919,2081.081,21000,SHOP002SEP2500619,Shakencano,1,BCA,0
SHOP001,2025-09-18,11:35:03,10810.811,1189.189,12000,SHOP001SEP2501533,Espresso Arabica (On The Rock),1,Cash,0
SHOP001,2025-09-18,11:39:17,20720.721,2279.279,23000,SHOP001SEP2501534,Friendly Coffee (Ice),1,BCA,0
SHOP002,2025-09-18,11:41:50,27027.027,2972.973,30000,SHOP002SEP2500620,Candy Latte (Gedhe),1,BCA,0
SHOP001,2025-09-18,11:41:57,18918.919,2081.081,21000,SHOP001SEP2501535,Jasmine (Ice),1,BCA,0
SHOP001,2025-09-18,11:46:54,19819.82,2180.18,22000,SHOP001SEP2501536,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-09-18,11:51:45,41441.441,4558.559,46000,SHOP001SEP2501537,"Black Rice (Ice), Basic Latte (Ice Arabica)",2,BCA,0
SHOP003,2025-09-18,11:53:10,20720.721,2279.279,23000,SHOP003SEP2501058,Friendly Coffee (Hot double shot),1,BCA,0
SHOP003,2025-09-18,11:54:34,54054.054,5945.946,60000,SHOP003SEP2501059,"Matchapresso (Gedhe), Happy Moca (Hot)",2,BCA,0
SHOP003,2025-09-18,12:01:30,0.0,0.0,0,SHOP003SEP2501060,Vanilla Latte (Gedhe),1,Cash,1
SHOP002,2025-09-18,12:04:52,27027.027,2972.973,30000,SHOP002SEP2500621,Happy Moca (Ice),1,BCA,0
SHOP002,2025-09-18,12:08:27,18918.919,2081.081,21000,SHOP002SEP2500622,Green Apple,1,BCA,0
SHOP001,2025-09-18,12:08:58,27027.027,2972.973,30000,SHOP001SEP2501538,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-09-18,12:09:43,27027.027,2972.973,30000,SHOP001SEP2501539,Happy Moca (Hot),1,Cash,0
SHOP001,2025-09-18,12:18:55,47747.748,5252.252,53000,SHOP001SEP2501540,"Summer, Biru (Gedhe)",2,Cash,0
SHOP002,2025-09-18,12:49:00,0.0,0.0,0,SHOP002SEP2500623,Hazelnut Latte,1,Cash,1
SHOP001,2025-09-18,12:50:44,21621.622,2378.378,24000,SHOP001SEP2501541,Cold Brew,1,BCA,0
SHOP001,2025-09-18,12:54:19,18918.919,2081.081,21000,SHOP001SEP2501542,Lemon Tea (Hot),1,BCA,0
SHOP003,2025-09-18,12:56:47,18918.919,2081.081,21000,SHOP003SEP2501061,Green Thai Tea,1,Cash,0
SHOP002,2025-09-18,12:59:25,18918.919,2081.081,21000,SHOP002SEP2500624,Thai Tea,1,BCA,0
SHOP003,2025-09-18,12:59:37,18018.018,1981.982,20000,SHOP003SEP2501062,Americano (Hot Arabica),1,BCA,0
